2,     0.9480255
3,     1.3816493
4,     1.7983692
5,     2.1177654
6,     2.0887320
7,     1.8238624
8,     1.8085756
9,     2.8134282
10,     3.0040569
11,     3.1033995
12,     3.1589561
13,     3.1971397
14,     3.2236280
15,     3.2426305
16,     3.2562461
17,     3.2659748
